open,high,low,close,volume
4055.4199,4096.27,4041.72,4094.3101,556888557
4079.3701,4087.1899,4007.6299,4007.8201,641888234
4016.97,4057.47,4015.02,4053.72,560345309
4009.6599,4056.4299,4008.5801,4047.1799,493177207
4054.8601,4070.4399,4031.7,4049.45,621918099
4043.3301,4043.4399,3972.9099,3984.74,697198833
3984.8,3996.75,3934.9399,3985.8701,645568294
4004.75,4040.5601,3995.8101,4027.3101,536244109
4041.3999,4046.71,4004.21,4016.27,479557177
3999.25,4007.9399,3958.4399,3958.5901,512338667
3960.79,4048.79,3938.1599,4041.1201,655773515
4031.6101,4040.54,3965.3701,3969.3201,655316670
3946.3201,3969.48,3870.8501,3870.8501,1014418393
3866.8899,3893.6599,3807.8899,3808.0,778773335
3837.22,3860.04,3801.1599,3810.45,803591595
3738.72,3801.4199,3700.23,3785.97,1074187196
3706.7,3795.0701,3704.8201,3765.28,854013062
3815.72,3848.98,3791.1599,3815.47,762407583
3813.6001,3872.3501,3804.97,3870.0801,568202422
3916.6499,3971.3999,3908.8301,3971.3899,683290747
3980.5,3988.3999,3947.98,3949.5901,653854756
3989.8601,4032.22,3984.1499,4012.27,596286514
4019.8401,4045.1899,4003.4299,4042.02,566135820
4031.8799,4052.5,4019.23,4046.01,473430177
4063.0601,4107.1899,4062.21,4106.6201,553069198
4091.6201,4104.0601,4062.49,4090.55,621398258
4074.26,4109.0601,4064.45,4100.6401,611081514
4168.5,4170.8701,4143.2002,4158.21,688761339
4160.6001,4179.3599,4156.79,4169.2798,513065119
4154.8799,4165.0498,4126.7202,4156.23,563594989
4179.23,4179.9302,4140.21,4153.27,619053744
4147.3101,4165.77,4133.98,4164.0801,587034993
4170.46,4171.1299,4139.46,4160.5,510660045
4162.5898,4179.98,4151.48,4175.9502,551645938
4173.6099,4187.3101,4165.25,4187.1602,469578977
4174.4702,4199.1899,4173.02,4195.3999,490092295
4202.77,4228.6802,4194.3301,4213.48,544775141
4214.9702,4225.1802,4198.5898,4224.9902,495437972
4215.29,4225.48,4194.1802,4213.79,486844210
4215.1802,4248.1899,4214.3198,4242.1899,487812893
4233.7002,4235.8398,4204.1602,4222.6602,523729430
4204.54,4245.1699,4202.3599,4242.0898,527903102
4284.4102,4285.27,4237.3799,4251.3198,615007544
4262.0898,4285.0,4258.4102,4284.3198,487008980
4290.6802,4302.4399,4279.8999,4288.23,523605498
4291.8701,4319.4102,4289.5098,4317.9902,419065899
4330.96,4347.0898,4326.2002,4337.79,291488501
4323.9502,4332.5498,4274.6802,4287.8101,551815425
4291.3301,4312.9199,4283.8901,4305.96,487191117
4312.1699,4319.02,4287.04,4312.9302,520879729
4309.48,4327.5498,4293.9399,4311.9302,465734843
4318.2798,4324.4199,4302.04,4311.5698,487350806
4301.27,4320.0801,4259.0098,4278.3398,514564375
4228.21,4297.73,4216.8701,4294.6699,514091105
4284.5,4297.0,4218.8599,4224.8701,529947829
4241.6899,4296.8101,4238.29,4246.48,547382487
4207.6099,4254.4302,4199.29,4199.29,568145092
4224.1699,4236.0601,4145.0098,4157.4199,626980349
4122.23,4190.4199,4089.1899,4089.6001,678755778
4095.75,4175.98,4089.0901,4165.1001,607300937
4230.3599,4267.77,4213.21,4267.77,624921146
4272.75,4300.3999,4258.3301,4281.7798,870106469
4271.8701,4295.27,4270.54,4293.6699,555063443
4308.9502,4309.0298,4274.5098,4279.2998,477519655
4283.1899,4298.8701,4281.7998,4283.1001,196984239
4295.7202,4322.4502,4294.7998,4314.1001,248592027
4309.7002,4321.2002,4306.6699,4312.6401,312062509
4301.1499,4309.1299,4277.75,4282.3501,310642293
4294.8799,4307.0098,4233.71,4236.2798,375922013
4258.6001,4276.71,4206.46,4230.2402,431755712
4206.5498,4210.96,4151.8501,4160.96,591613262
4174.7798,4176.2598,4090.3301,4110.8301,673938854
4139.8501,4169.9702,4126.3901,4160.0,642755226
4195.4902,4247.9302,4192.6299,4240.5498,635714468
4250.98,4253.9702,4188.6099,4213.2798,509627628
4221.52,4223.8799,4158.1099,4169.9702,567108890
4212.9902,4252.7002,4134.9399,4166.2002,681748777
4122.0801,4165.0,4108.3101,4145.8398,665873790
4162.1001,4169.4399,4085.7,4089.6499,610329425
4087.8799,4143.5298,4078.8501,4142.1401,672805233
4164.4302,4181.3398,4117.1499,4171.21,573836894
4158.1299,4211.2798,4145.8198,4192.0898,575255198
4215.0,4274.1499,4173.54,4270.3599,639772241
4268.5298,4292.8799,4258.48,4278.1401,505292752
4271.1001,4282.48,4254.46,4275.71,540503897
4200.8799,4209.4102,4151.1499,4165.5,759100710
4233.7402,4235.1499,4140.3799,4140.3799,840263093
4134.52,4189.54,4103.71,4181.3501,770670772
4178.6201,4210.8501,4144.0298,4148.4302,851076324
4162.1899,4189.0898,4094.73,4188.5898,704283694
4201.9399,4229.1499,4174.23,4229.1499,674157068
4202.4302,4248.8398,4198.7402,4221.2002,769286073
4229.6201,4258.0,4220.1699,4256.1802,607006465
4259.98,4271.2798,4214.8901,4228.6802,606592624
4209.8101,4235.2402,4206.7598,4216.0898,501795512
4240.04,4286.4199,4232.9902,4281.1499,567533379
4284.7598,4305.3501,4277.6499,4297.2798,601226951
4321.4102,4347.9702,4317.98,4347.9702,708454472
4359.7798,4384.0298,4351.02,4384.0298,549015450
4379.3198,4387.3198,4370.6299,4385.3398,522295542
4378.73,4393.1899,4374.23,4390.9102,450220563
4388.9199,4415.79,4388.4399,4411.8599,474562546
4406.75,4444.6201,4397.6201,4443.0498,532741985
4441.2598,4449.4902,4430.8701,4449.4902,514763657
4442.1299,4455.52,4428.8198,4451.0298,554614859
4441.0801,4461.1201,4429.8999,4440.5898,527324904
4443.5498,4463.8101,4430.79,4462.27,529386643
4459.8599,4464.3101,4435.6499,4440.6699,524176923
4452.7998,4483.9702,4450.8599,4483.0498,547621680
4466.5298,4473.6401,4433.5,4458.7798,563555731
4442.4102,4452.3701,4421.0,4445.3599,518750814
4454.8799,4464.48,4433.9399,4452.0601,465657736
4442.1899,4453.9302,4389.8198,4399.23,553922541
4406.8701,4424.2202,4391.6201,4412.9902,492760039
4376.0298,4381.6201,4331.5,4333.71,551956178
4336.0498,4342.8701,4304.2798,4305.3799,538818473
4302.73,4339.2002,4300.8701,4336.23,595553334
4328.0898,4347.8701,4289.2998,4314.8999,570947366
4338.29,4371.46,4327.27,4370.4702,471627628
4355.8301,4384.98,4349.6899,4375.6201,539766507
4366.7998,4440.4902,4344.4902,4422.5,675103693
4424.79,4440.0098,4419.8398,4426.8301,526144539
4468.29,4478.6899,4456.4102,4458.54,877613556
4454.1499,4466.3398,4445.52,4445.54,491975492
4444.3901,4467.79,4430.9702,4430.98,476117774
4437.3799,4442.54,4329.29,4329.29,771367234
4288.1602,4340.1699,4280.9502,4315.2598,728408924
4314.6001,4342.9199,4309.52,4332.8599,586760235
4359.7798,4384.1802,4359.7798,4382.8198,635600655
4364.1401,4377.3599,4333.6899,4333.6899,571322352
4328.1699,4334.5601,4284.0601,4306.9502,572630339
4316.2402,4327.79,4302.4902,4316.0098,521260511
4286.1602,4361.5601,4283.9102,4350.98,560524095
4349.3101,4379.4199,4343.7402,4344.0801,490088103
4345.2202,4382.8198,4345.0898,4375.96,552282786
4375.7798,4405.6499,4361.23,4403.9502,540158422
4402.02,4422.6299,4394.3799,4422.02,487827868
4428.1299,4448.2002,4407.0698,4409.21,477129085
4409.29,4418.8701,4375.1001,4397.6499,467769931
4409.7402,4435.2798,4406.04,4424.5298,531064700
4412.1499,4427.2202,4408.96,4418.8301,499597418
4379.6299,4390.3101,4333.1099,4351.7998,683924302
4373.6499,4423.8799,4373.0898,4417.3999,519092180
4444.5,4448.6699,4430.98,4435.98,551578211
4448.5801,4466.8398,4419.3501,4460.8101,519429437
4445.1699,4496.0801,4444.29,4477.0698,683793679
4529.73,4543.6401,4517.8799,4536.7798,715478008
4548.5098,4562.3301,4516.3301,4525.04,827369524
4529.4102,4537.1499,4479.0098,4515.27,694505133
4490.5698,4517.0098,4463.98,4488.1499,620284249
4459.23,4480.3599,4395.1001,4414.25,698335732
4437.7002,4479.0601,4435.2402,4479.0601,547635191
4491.1899,4510.4702,4480.8501,4482.6099,473358830
4464.21,4472.23,4407.27,4409.3901,584706186
4420.2998,4429.96,4349.9302,4379.75,632096063
4377.8101,4413.73,4373.29,4401.5498,656527921
4445.0,4466.1699,4441.73,4458.6499,604092982
4457.6201,4468.75,4437.5298,4438.6299,484575400
4412.8301,4441.3999,4380.52,4420.6499,512673348
4436.0801,4460.54,4421.75,4426.5601,504819882
4461.0698,4496.25,4448.3799,4495.04,573595708
4505.3901,4509.1299,4482.5498,4494.29,568818164
4487.1401,4521.0098,4483.7598,4512.9502,481433398
4514.6699,4521.8501,4498.52,4503.7202,520343247
4505.5898,4533.9199,4484.52,4505.2998,561660611
4499.4199,4537.2798,4495.3999,4529.4702,525682178
4522.8599,4542.46,4522.6099,4527.1602,454879053
4516.6299,4521.8501,4456.7598,4472.96,548753954
4488.0498,4551.52,4479.7402,4546.0601,558900885
4537.48,4548.2402,4523.5498,4535.6602,559660587
4532.1499,4539.5698,4499.6499,4508.25,660656709
4530.0298,4535.4302,4488.1699,4521.8501,627427326
4503.7598,4531.0801,4486.1899,4508.8901,495722132
4531.04,4539.3501,4512.4399,4519.8599,505579957
4501.73,4526.21,4475.0498,4487.0298,529626318
4483.4302,4493.4302,4452.3301,4477.1899,470356873
4476.6899,4477.8301,4423.7998,4431.52,521401721
4421.02,4441.6201,4392.4502,4427.6099,543807780
4440.54,4497.5098,4435.29,4485.46,522474960
4498.48,4511.3198,4483.8398,4488.4702,491274861
4467.3799,4476.21,4449.21,4453.79,414631116
4416.1401,4437.9702,4396.1299,4432.9199,501001976
4428.2998,4463.2002,4426.1899,4455.8999,424096382
4465.1699,4482.27,4441.3398,4468.98,486058720
4483.6099,4540.6899,4483.6099,4531.8501,552154204
4538.71,4539.4902,4511.3901,4511.3901,526557798
4541.8501,4557.98,4534.7598,4544.04,458358761
4549.52,4551.77,4529.9902,4548.7402,445071728
4542.0698,4561.6401,4523.8999,4524.6001,518903859
4540.3999,4546.1499,4508.6499,4514.0098,447619358
4514.3701,4523.9702,4469.23,4484.2798,764402427
4433.1602,4460.0801,4377.23,4379.8701,624107027
4414.46,4420.5,4381.9399,4402.3398,502501156
4433.79,4445.8999,4409.4199,4429.23,531988633
4440.1699,4445.8301,4417.48,4433.3901,453945655
4394.4399,4444.4102,4394.4399,4418.6602,525396818
4422.75,4434.9102,4344.1499,4429.0601,658488609
4392.5098,4403.1299,4346.4199,4351.5801,616519016
4410.3799,4414.4302,4351.5098,4352.0298,655942068
4405.9902,4434.1099,4394.0098,4420.1499,532974648
4457.7598,4498.7402,4456.54,4494.4702,523272132
4503.2002,4537.21,4500.6602,4523.4702,617389868
4531.3101,4547.1802,4517.3999,4528.3599,573988173
4567.0601,4595.02,4558.3198,4594.8999,658796141
4635.48,4661.6001,4624.6802,4661.6001,641545982
4670.23,4694.1299,4657.98,4679.6699,584367600
4679.54,4686.3599,4661.7598,4674.3999,620967021
4604.9702,4643.8301,4604.5298,4623.2402,729093452
4627.5601,4641.5801,4592.5,4602.8301,704841891
4630.9502,4632.0601,4552.3999,4557.3701,657318823
4530.3701,4551.9902,4511.9199,4519.0898,683621057
4539.4702,4568.79,4506.1899,4560.23,695332159
4570.5,4586.7798,4552.7598,4581.6001,634134607
4570.77,4606.6499,4540.98,4598.5898,673330265
4615.8398,4616.48,4584.2202,4588.9102,624576303
4595.2598,4607.52,4549.6001,4580.46,563413379
4573.25,4584.4502,4551.8999,4567.46,642164970
4592.8101,4634.7002,4590.1899,4602.2402,728827953
4608.6899,4612.6201,4508.2998,4528.5098,873364244
4519.3599,4532.46,4485.5,4520.0801,610776346
4558.6802,4583.6299,4554.6201,4573.1099,570844458
4548.75,4567.6899,4491.0601,4513.9902,650981648
4475.9102,4539.1802,4436.54,4528.1899,733559361
4536.96,4556.1401,4514.4502,4519.3198,553509147
4512.8799,4536.2002,4503.8301,4530.7402,509829785
4516.8799,4568.5898,4507.98,4566.3701,458467654
4556.23,4562.1499,4536.0498,4542.0698,495084319
4525.3198,4550.6699,4486.1099,4510.8999,591707931
4467.79,4484.3599,4385.1299,4385.1299,783829403
4313.1899,4361.3198,4197.27,4197.27,1081570633
3847.1201,4199.79,3787.23,4038.6001,1451481334
4187.2798,4207.3799,4015.9099,4016.3201,1062389500
4141.2402,4227.8599,4052.54,4219.6001,1045096237
4281.6299,4328.9902,4231.1401,4324.8198,877146008
4307.0498,4340.7002,4295.5601,4329.1201,735096298
4299.8799,4324.73,4262.0801,4274.5801,644377315
4177.9399,4229.3101,4121.8301,4142.6299,842910178
4207.6802,4256.23,4166.0801,4256.23,685898440
4267.3398,4300.2998,4222.3799,4234.6499,621715047
4175.6201,4210.8101,4160.4302,4184.7202,600044755
4267.3999,4306.5,4247.1401,4303.5298,653058070
4346.3599,4352.96,4242.46,4253.4502,699061795
4248.48,4326.77,4243.6899,4296.2998,618945854
4273.6201,4323.23,4268.1001,4323.23,508152703
4334.8599,4334.9399,4293.77,4308.7598,490181526
4322.4102,4373.1899,4303.8901,4360.2798,546390982
4357.3599,4388.3198,4346.4702,4383.6699,521152699
4378.9902,4450.6602,4368.7998,4384.96,630018237
4325.29,4374.9199,4317.0898,4323.8599,1129381990
4343.77,4372.4199,4299.9399,4336.1299,559262002
4273.2998,4286.6001,4233.8999,4274.1001,623871859
4280.0098,4294.73,4255.0601,4273.5298,470667468
4239.8501,4275.6401,4198.1099,4261.1001,676422261
4305.3799,4308.6602,4198.96,4224.7402,650330985
4206.6802,4207.02,4092.29,4103.4702,814667921
4110.2598,4155.3101,4053.1101,4083.3701,794300567
4137.1802,4181.0601,4125.2002,4181.0601,788779805
4185.2798,4194.1802,4128.3398,4192.96,705848859
4136.96,4267.4502,4124.54,4267.4502,794928175
4296.54,4339.23,4290.25,4331.4302,694278970
4315.3198,4332.0298,4273.7002,4306.7002,701983012
4331.8701,4342.5801,4279.21,4333.46,720221958
4316.1802,4358.0898,4275.6001,4350.1499,694863931
4355.2402,4378.2598,4341.5098,4370.0098,587332934
4378.6401,4389.77,4363.96,4382.5601,437059633
4354.0601,4399.9302,4349.1802,4352.9399,488384047
4356.8198,4373.71,4328.96,4346.9199,702282486
4361.98,4418.25,4357.2202,4418.2202,666708535
4419.9502,4438.75,4405.8799,4438.6201,581860902
4428.0601,4464.7798,4420.7998,4462.0698,535391413
4454.6201,4463.1099,4424.3398,4438.1802,626093601
4462.2202,4464.73,4409.8999,4413.52,691563886
4451.3198,4504.7002,4438.6001,4503.2202,841005754
4623.7202,4645.96,4598.7402,4624.0898,863207368
4621.1401,4638.75,4606.6602,4630.8501,633363104
4617.6001,4645.9399,4617.4399,4639.23,616880630
4649.1001,4678.5801,4609.9302,4678.5801,705695426
4657.7798,4678.2002,4653.0,4670.77,591151762
4676.2998,4681.23,4648.8301,4648.8301,641426080
4658.79,4707.77,4652.4502,4703.9199,536249722
4692.0298,4735.3101,4685.98,4719.0498,602889989
4729.0698,4737.1201,4698.8398,4717.5498,672947292
4718.5098,4731.5601,4678.79,4702.8999,684373153
4695.8799,4710.4702,4665.4102,4707.23,646971457
4687.3501,4694.27,4627.1201,4655.52,567678162
4628.8301,4647.3198,4616.71,4641.73,602614703
4657.1899,4677.7798,4631.0601,4636.9399,560616011
4617.7798,4639.2598,4588.0801,4588.9302,584673808
4566.1201,4575.7998,4499.1499,4502.1401,704265659
4494.5601,4566.0298,4486.0898,4565.4702,638090095
4571.54,4598.27,4554.8901,4565.8198,594895446
4586.2402,4657.6299,4580.7202,4653.4399,651655697
4657.6099,4678.02,4648.9399,4655.3501,585156225
4680.5098,4691.5898,4674.6099,4686.3599,592224749
4689.98,4706.6201,4655.6001,4674.79,457562660
4645.52,4682.1299,4621.6299,4669.4102,541546949
4674.23,4683.5498,4666.23,4672.8799,386539448
4680.4399,4689.5801,4665.9199,4680.46,204975079
4692.5698,4695.0601,4654.5298,4664.5098,654688537
4685.7402,4716.1602,4682.3999,4716.1602,593252501
4720.27,4739.75,4680.0601,4686.2202,624933970
4704.2002,4705.7798,4579.9102,4606.75,696886917
4621.48,4722.3799,4612.1099,4716.1201,635489958
4718.5498,4720.8198,4671.8701,4693.6201,592090790
4646.4302,4708.4702,4643.6499,4694.77,583875950
4674.7998,4698.25,4595.0098,4622.1401,637087874
4627.77,4674.0,4619.98,4643.0498,516838939
4583.0801,4600.9102,4534.0498,4537.5601,674972078
4535.5601,4571.5698,4478.25,4570.1602,708319088
4607.2002,4636.77,4592.7202,4597.3301,698121443
4633.8501,4673.54,4582.8701,4664.5601,597215498
4680.6201,4681.1299,4597.6499,4598.1401,587751539
4578.6899,4593.3999,4519.5298,4531.6699,647355369
4547.9199,4560.71,4519.8198,4560.5498,489879126
4580.6099,4596.0801,4560.54,4589.2598,461138160
4612.1602,4626.1699,4605.3599,4624.5898,482593179
4626.3198,4635.5898,4620.7998,4622.77,191488323
4610.4102,4621.6802,4580.1299,4621.3501,336269693
4645.0801,4702.7402,4644.3198,4691.0801,382068258
4687.1602,4688.6602,4651.73,4652.0098,298249887
4634.1499,4642.5498,4592.8799,4593.27,383664759
4485.0601,4497.8599,4439.1299,4497.8599,758593059
4512.04,4522.1201,4466.0498,4484.1802,612149880
4409.7798,4467.5498,4409.4902,4443.98,729656117
4349.1401,4403.6099,4303.6602,4305.7202,874485169
4336.1201,4362.46,4264.8101,4270.7798,768341038
4300.96,4311.1401,4217.6299,4283.5498,737145214
4322.77,4353.1899,4273.02,4333.7202,629877621
4352.6401,4359.5,4177.2998,4183.1201,811480885
4201.23,4308.25,4133.3198,4272.9702,859697339
4123.8701,4184.6899,4085.79,4143.0801,945117309
4199.5601,4202.04,4101.0498,4147.0801,778927505
4078.23,4178.6299,3992.9099,4134.79,988042038
4146.4399,4200.3599,4099.2998,4142.6001,811264612
4226.4399,4260.5498,4209.2402,4259.77,704949976
4245.4702,4268.1099,4193.3198,4196.5298,658812018
4211.9199,4250.9702,4177.8501,4233.8501,612407500
4214.9399,4226.0898,4111.9302,4128.8599,759417692
4197.2002,4197.48,4116.5,4186.0601,927124514
4186.3501,4275.46,4184.3101,4273.6602,806905477
4254.4102,4301.6299,4238.2002,4286.5601,676909781
4262.4502,4265.04,4180.5698,4193.1001,813420941
4213.6699,4218.1499,4099.2402,4171.9702,937132125
4158.0498,4200.9902,4120.5801,4167.77,815602007
4150.3501,4152.73,4008.45,4024.47,940570193
3947.99,3979.0901,3888.78,3960.5901,909383355
3903.9299,4008.0601,3902.74,3947.8,834606187
3996.76,4045.48,3962.7,3966.27,741316352
3910.5701,3988.71,3902.8601,3962.22,895752684
3996.6399,4022.1201,3965.74,4019.1899,699343692
4077.3301,4104.3301,4049.8799,4104.3301,734674720
4138.4302,4204.6201,4125.8301,4199.1001,770740615
4212.2202,4212.5801,4146.1001,4151.4902,647119696
4129.75,4175.0801,4121.5898,4164.0898,680075634
4203.6001,4235.1201,4199.9302,4231.27,609984969
4209.3198,4217.9902,4158.5601,4162.54,563354496
4116.02,4205.98,4088.1201,4200.6602,589689430
4212.48,4241.25,4173.25,4241.0601,529749250
4273.5898,4275.8301,4227.29,4235.6201,569253762
4228.5698,4263.3101,4200.1499,4201.1201,598193824
4238.0801,4333.6099,4225.9302,4333.6099,658107807
4328.7202,4335.4302,4301.0898,4334.3901,590652841
4330.3999,4331.4902,4296.3198,4325.8599,525311666
4334.0298,4356.3398,4301.3501,4329.0,626284218
4303.8101,4330.2798,4271.5601,4303.3301,609445794
4272.7202,4308.8398,4258.8301,4265.5098,582156088
4281.1001,4293.23,4258.0801,4293.23,516834246
4307.8701,4335.3301,4232.0801,4286.9702,591708664
4337.1201,4361.8301,4320.5498,4361.8301,558843882
